name,lp,brand,size,price,price_per_item,in_stock,retail_price,retail_markup,order_limit,lp_cut,bcldb_cut,last_updated
ULTRA SOUR,Zenabis Ltd,Namaste,3.5 g (Case of 12),226.20,18.85,In Stock,,,,192.27,33.93,2022-03-15T19:48:05-07:00
ULTRA SOUR,Zenabis Ltd,Namaste,1 g (Case of 24),138.24,5.76,In Stock,,,,117.50,20.74,2022-03-15T19:48:06-07:00
BLUE DREAM PRE-ROLL,Tantalus Labs,Tantalus Labs,3 x 0.5 g (Case of 24),218.40,9.1,In Stock,,,,185.64,32.76,2022-03-15T16:43:05-07:00
HIGHLANDS (AFGHAN KUSH),Canopy Growth Corporation,Tweed,15 g (Case of 6),522.68,87.11,Out of Stock,,,,444.28,78.40,2021-07-09T09:57:50-07:00
HIGHLANDS (AFGHAN KUSH),Canopy Growth Corporation,Tweed,7 g (Case of 12),470.88,39.24,In Stock,,,,400.25,70.63,2022-02-22T10:21:36-08:00
HIGHLANDS (AFGHAN KUSH),Canopy Growth Corporation,Tweed,3.5 g (Case of 12),247.32,20.61,Out of Stock,,,,210.22,37.10,2021-12-10T11:08:11-08:00
HIGHLANDS (AFGHAN KUSH),Canopy Growth Corporation,Tweed,1 g (Case of 24),161.46,6.73,Out of Stock,,,,137.24,24.22,2021-07-09T09:57:50-07:00
ULTRA SOUR PRE-ROLL,Zenabis Ltd,Namaste,5 x 0.5g (Case of 48),1201.15,25.02,Out of Stock,,,,1020.98,180.17,2021-07-28T08:51:56-07:00
ULTRA SOUR PRE-ROLL,Zenabis Ltd,Namaste,3 x 0.5 g (Case of 48),552.00,11.5,In Stock,,,,469.20,82.80,2022-03-15T17:41:15-07:00
"""FREE"" OIL",Aphria,Solei,30 ml (Case of 12),96.60,8.05,In Stock,,,,82.11,14.49,2022-03-15T14:21:10-07:00
DELAHAZE,MedReleaf,San Rafael '71,7 g (Case of 12),452.04,37.67,In Stock,49.99,33,,384.23,67.81,2022-03-15T18:51:45-07:00
DELAHAZE,MedReleaf,San Rafael '71,3.5 g (Case of 24),462.00,19.25,Out of Stock,24.97,30,,392.70,69.30,2022-03-08T12:42:58-08:00
DELAHAZE,MedReleaf,San Rafael '71,1 g (Case of 48),407.52,8.49,Out of Stock,10.99,29,,346.39,61.13,2021-10-28T23:51:04-07:00
SUBWAY SCIENTIST PRE-ROLL,Aphria,Riff,1 x 1 g (Case of 48),336.72,7.02,Out of Stock,,,,286.21,50.51,2021-11-05T10:00:09-07:00
SUBWAY SCIENTIST PRE-ROLL,Aphria,Riff,7 x 0.5 g (Case of 24),455.76,18.99,In Stock,,,,387.40,68.36,2022-03-14T15:53:55-07:00
QUADRA,Broken Coast Cannabis,Broken Coast Cannabis,7 g (Case of 12),652.05,54.34,Out of Stock,64.97,20,,554.24,97.81,2021-07-09T10:23:17-07:00
QUADRA,Broken Coast Cannabis,Broken Coast Cannabis,3.5 g (Case of 12),338.16,28.18,In Stock,36.99,31,,287.44,50.72,2022-03-15T13:10:41-07:00
QUADRA,Broken Coast Cannabis,Broken Coast Cannabis,1 g (Case of 24),207.00,8.62,Out of Stock,10.99,27,,175.95,31.05,2021-10-28T16:19:53-07:00
CBD HARLEQUIN PRE-ROLL,Tantalus Labs,Tantalus Labs,3 x 0.5 g (Case of 24),218.40,9.1,In Stock,,,,185.64,32.76,2022-03-16T01:50:30-07:00
CBD CANNATONIC PRE-ROLL,Tantalus Labs,Tantalus Labs,3 x 0.5 g (Case of 24),218.40,9.1,In Stock,,,,185.64,32.76,2022-03-16T01:50:35-07:00
NORTHERN LIGHTS HAZE,Broken Coast Cannabis,Broken Coast Cannabis,7 g (Case of 12),652.05,54.34,Out of Stock,72.99,34,,554.24,97.81,2021-07-09T10:28:50-07:00
NORTHERN LIGHTS HAZE,Broken Coast Cannabis,Broken Coast Cannabis,3.5 g (Case of 12),338.16,28.18,In Stock,36.99,31,,287.44,50.72,2022-03-16T01:40:10-07:00
NORTHERN LIGHTS HAZE,Broken Coast Cannabis,Broken Coast Cannabis,1 g (Case of 24),207.00,8.62,Out of Stock,10.99,27,,175.95,31.05,2022-01-27T15:16:58-08:00
NORTHERN LIGHTS HAZE,Broken Coast Cannabis,Broken Coast Cannabis,28 g (Case of 2),304.00,152.0,In Stock,199.99,32,3,258.40,45.60,2022-03-16T01:43:05-07:00
SENSI STAR PRE-ROLL,Peace Naturals,Spinach,3 x 0.5 g (Case of 24),242.64,10.11,In Stock,,,,206.24,36.40,2022-03-10T16:28:16-08:00
SENSI STAR PRE-ROLL,Peace Naturals,Spinach,1 x 1 g (Case of 24),173.52,7.23,Out of Stock,,,,147.49,26.03,2021-06-22T01:37:31-07:00
CLIPPER PURE BUTANE GAS,HBI Canada,CLIPPER,Yellow (Case of 12),19.25,1.6,In Stock,,,,16.36,2.89,2022-03-09T15:37:01-08:00
DONEGAL (GREEN CUSH),Canopy Growth Corporation,Tweed,15 g (Case of 6),522.68,87.11,Out of Stock,,,,444.28,78.40,2021-07-09T10:16:56-07:00
DONEGAL (GREEN CUSH),Canopy Growth Corporation,Tweed,7 g (Case of 12),470.88,39.24,Out of Stock,,,,400.25,70.63,2021-12-10T11:08:00-08:00
DONEGAL (GREEN CUSH),Canopy Growth Corporation,Tweed,3.5 g (Case of 12),230.64,19.22,In Stock,,,,196.04,34.60,2022-03-15T09:39:10-07:00
DONEGAL (GREEN CUSH),Canopy Growth Corporation,Tweed,1 g (Case of 24),161.46,6.73,Out of Stock,,,,137.24,24.22,2021-07-09T14:37:40-07:00
DIESEL PRE-ROLL,Peace Naturals,Spinach,3 x 0.5 g (Case of 24),242.64,10.11,In Stock,,,,206.24,36.40,2022-03-16T01:40:15-07:00
DIESEL PRE-ROLL,Peace Naturals,Spinach,1 x 1 g (Case of 24),173.52,7.23,Out of Stock,,,,147.49,26.03,2021-07-28T10:50:47-07:00
COLD CREEK KUSH,Redecan,Redecan,28 g (Case of 6),520.98,86.83,In Stock,119.99,38,,442.83,78.15,2022-03-16T01:41:40-07:00
COLD CREEK KUSH,Redecan,Redecan,15 g (Case of 12),621.00,51.75,Out of Stock,99.99,93,,527.85,93.15,2021-09-03T15:09:41-07:00
COLD CREEK KUSH,Redecan,Redecan,7 g (Case of 12),345.00,28.75,In Stock,37.99,32,,293.25,51.75,2022-03-16T01:40:10-07:00
COLD CREEK KUSH,Redecan,Redecan,3.5 g (Case of 24),386.40,16.1,In Stock,21.99,37,,328.44,57.96,2022-03-15T17:08:51-07:00
COLD CREEK KUSH,Redecan,Redecan,1 g (Case of 24),114.48,4.77,In Stock,5.97,25,,97.31,17.17,2022-03-15T19:22:02-07:00
THC INDICA LANDRACE,THC BioMed,THC BioMed,1 g (Case of 48),231.84,4.83,Out of Stock,,,,197.06,34.78,2021-08-09T13:17:44-07:00
THC INDICA LANDRACE,THC BioMed,THC BioMed,3.5 g (Case of 12),175.44,14.62,In Stock,,,,149.12,26.32,2022-03-14T16:25:50-07:00
THC INDICA LANDRACE,THC BioMed,THC BioMed,7 g (Case of 12),295.56,24.63,In Stock,,,,251.23,44.33,2022-03-15T09:26:31-07:00
WAPPA,Redecan,Redecan,15 g (Case of 12),621.00,51.75,In Stock,67.99,31,,527.85,93.15,2022-03-16T01:40:10-07:00
WAPPA,Redecan,Redecan,7 g (Case of 12),345.00,28.75,In Stock,37.99,32,,293.25,51.75,2022-03-16T01:40:10-07:00
WAPPA,Redecan,Redecan,3.5 g (Case of 24),386.40,16.1,In Stock,21.99,37,,328.44,57.96,2022-03-15T19:48:06-07:00
WAPPA,Redecan,Redecan,1 g (Case of 24),114.48,4.77,In Stock,5.97,25,,97.31,17.17,2022-03-15T19:12:45-07:00
THC HYBRID LANDRACE,THC BioMed,THC BioMed,1g (Case of 48),231.84,4.83,Out of Stock,,,,197.06,34.78,2021-03-11T23:46:49-08:00
THC HYBRID LANDRACE,THC BioMed,THC BioMed,3.5 g (Case of 12),175.44,14.62,In Stock,,,,149.12,26.32,2022-03-14T19:49:45-07:00
THC HYBRID LANDRACE,THC BioMed,THC BioMed,7 g (Case of 12),295.56,24.63,In Stock,,,,251.23,44.33,2022-03-13T16:38:51-07:00
RUXTON,Broken Coast Cannabis,Broken Coast Cannabis,7 g (Case of 12),652.05,54.34,Out of Stock,72.99,34,,554.24,97.81,2021-07-09T13:09:56-07:00
RUXTON,Broken Coast Cannabis,Broken Coast Cannabis,3.5 g (Case of 12),338.16,28.18,In Stock,36.99,31,,287.44,50.72,2022-03-15T19:32:25-07:00
RUXTON,Broken Coast Cannabis,Broken Coast Cannabis,1 g (Case of 24),207.00,8.62,Out of Stock,10.99,27,,175.95,31.05,2021-10-28T16:17:29-07:00
DANCEHALL PRE-ROLL,Peace Naturals,Spinach,3 x 0.5 g (Case of 24),242.64,10.11,In Stock,,,,206.24,36.40,2022-03-15T16:06:10-07:00
DANCEHALL PRE-ROLL,Peace Naturals,Spinach,1 x 1g (Case of 24),173.52,7.23,Out of Stock,,,,147.49,26.03,2020-12-08T14:06:30-08:00
REFLECT PRE-ROLL,Peace Naturals,Cove,1 x 1 g (Case of 24),178.56,7.44,Out of Stock,,,,151.78,26.78,2021-09-21T01:35:20-07:00
REFLECT PRE-ROLL,Peace Naturals,Cove,3 x 0.5 g (Case of 24),248.40,10.35,In Stock,,,,211.14,37.26,2022-02-26T14:52:25-08:00
BC PINK KUSH,Flowr,Flowr,7 g (Case of 24),1379.52,57.48,Out of Stock,,,,1172.59,206.93,2021-07-16T09:49:04-07:00
BC PINK KUSH,Flowr,Flowr,3.5 g (Case of 12),268.56,22.38,In Stock,,,,228.28,40.28,2022-03-14T18:02:00-07:00
TANGERINE DREAM,MedReleaf,San Rafael '71,7 g (Case of 12),452.04,37.67,In Stock,,,,384.23,67.81,2022-03-15T15:46:01-07:00
TANGERINE DREAM,MedReleaf,San Rafael '71,3.5 g (Case of 24),462.00,19.25,In Stock,,,,392.70,69.30,2022-03-15T14:08:05-07:00
TANGERINE DREAM,MedReleaf,San Rafael '71,1 g (Case of 48),348.48,7.26,Out of Stock,,,,296.21,52.27,2021-10-28T23:51:07-07:00
